[2020-01-17T05:12:49] T = 636000 / 50000000 | Avg. reward: -114.15104592620277 | Avg. Q: -9.714252290725709
[2020-01-17T05:24:04] T = 639000 / 50000000 | Avg. reward: -115.39235412512016 | Avg. Q: -9.701538524627686
[2020-01-17T05:32:47] T = 642000 / 50000000 | Avg. reward: -114.08337533963228 | Avg. Q: -9.68874397277832
[2020-01-17T05:41:21] T = 645000 / 50000000 | Avg. reward: -113.03300180421732 | Avg. Q: -9.692806644439697
[2020-01-17T05:52:39] T = 648000 / 50000000 | Avg. reward: -114.29396095067605 | Avg. Q: -9.696639051437378
[2020-01-17T06:01:24] T = 651000 / 50000000 | Avg. reward: -111.69025384596853 | Avg. Q: -9.697136268615722
[2020-01-17T06:12:37] T = 654000 / 50000000 | Avg. reward: -114.23282405708052 | Avg. Q: -9.705297393798828
[2020-01-17T06:21:19] T = 657000 / 50000000 | Avg. reward: -114.12092687345618 | Avg. Q: -9.712308511734008
[2020-01-17T06:30:00] T = 660000 / 50000000 | Avg. reward: -114.57958435154586 | Avg. Q: -9.696291513442993
[2020-01-17T06:41:26] T = 663000 / 50000000 | Avg. reward: -157.17738238572196 | Avg. Q: -9.695505113601685
[2020-01-17T06:50:06] T = 666000 / 50000000 | Avg. reward: -114.26381711453473 | Avg. Q: -9.705043392181397
[2020-01-17T07:01:28] T = 669000 / 50000000 | Avg. reward: -114.13296960745645 | Avg. Q: -9.719045104980468
[2020-01-17T07:10:11] T = 672000 / 50000000 | Avg. reward: -115.5574421375748 | Avg. Q: -9.709632873535156
[2020-01-17T07:18:51] T = 675000 / 50000000 | Avg. reward: -116.82900077457258 | Avg. Q: -9.71911358833313
[2020-01-17T07:30:14] T = 678000 / 50000000 | Avg. reward: -113.29364572257577 | Avg. Q: -9.69598472595215
[2020-01-17T07:38:55] T = 681000 / 50000000 | Avg. reward: -113.96974227606718 | Avg. Q: -9.741294240951538
[2020-01-17T07:50:21] T = 684000 / 50000000 | Avg. reward: -113.31942900365215 | Avg. Q: -9.72664526939392
[2020-01-17T07:59:06] T = 687000 / 50000000 | Avg. reward: -116.5555600028038 | Avg. Q: -9.700528755187989
[2020-01-17T08:07:45] T = 690000 / 50000000 | Avg. reward: -113.14380572602103 | Avg. Q: -9.685765018463135
[2020-01-17T08:19:12] T = 693000 / 50000000 | Avg. reward: -114.33366107399077 | Avg. Q: -9.696788778305054
[2020-01-17T08:27:57] T = 696000 / 50000000 | Avg. reward: -114.43547160759564 | Avg. Q: -9.714785690307616
[2020-01-17T08:39:26] T = 699000 / 50000000 | Avg. reward: -115.49606212450303 | Avg. Q: -9.697622995376587
[2020-01-17T08:48:07] T = 702000 / 50000000 | Avg. reward: -114.09906009137487 | Avg. Q: -9.740227689743042
[2020-01-17T08:56:48] T = 705000 / 50000000 | Avg. reward: -114.15823867421243 | Avg. Q: -9.695142841339111
[2020-01-17T09:08:23] T = 708000 / 50000000 | Avg. reward: -115.4253405037054 | Avg. Q: -9.702798099517823
[2020-01-17T09:17:06] T = 711000 / 50000000 | Avg. reward: -113.14832468100843 | Avg. Q: -9.681772260665893
[2020-01-17T09:28:39] T = 714000 / 50000000 | Avg. reward: -114.16779833737147 | Avg. Q: -9.74010440826416
[2020-01-17T09:37:21] T = 717000 / 50000000 | Avg. reward: -115.53436203971377 | Avg. Q: -9.666814670562744
[2020-01-17T09:46:04] T = 720000 / 50000000 | Avg. reward: -112.9817713353656 | Avg. Q: -9.667589731216431
[2020-01-17T09:57:38] T = 723000 / 50000000 | Avg. reward: -113.08818956436986 | Avg. Q: -9.653737077713012
[2020-01-17T10:06:21] T = 726000 / 50000000 | Avg. reward: -114.1701576325275 | Avg. Q: -9.706189813613891
[2020-01-17T10:17:58] T = 729000 / 50000000 | Avg. reward: -113.9694551556255 | Avg. Q: -9.64016655921936
[2020-01-17T10:26:38] T = 732000 / 50000000 | Avg. reward: -114.03609268819804 | Avg. Q: -9.649923725128174
[2020-01-17T10:35:21] T = 735000 / 50000000 | Avg. reward: -114.37038224891508 | Avg. Q: -9.660721254348754
[2020-01-17T10:47:02] T = 738000 / 50000000 | Avg. reward: -114.25343448386529 | Avg. Q: -9.674012975692749
[2020-01-17T10:55:45] T = 741000 / 50000000 | Avg. reward: -111.61938356163178 | Avg. Q: -9.688437519073487
[2020-01-17T11:07:24] T = 744000 / 50000000 | Avg. reward: -114.34522789602025 | Avg. Q: -9.69320592880249
[2020-01-17T11:16:06] T = 747000 / 50000000 | Avg. reward: -115.27612028661221 | Avg. Q: -9.62382339477539
[2020-01-17T11:24:48] T = 750000 / 50000000 | Avg. reward: -113.11720377938843 | Avg. Q: -9.697163887023926
[2020-01-17T11:36:31] T = 753000 / 50000000 | Avg. reward: -114.15229633867153 | Avg. Q: -9.664384622573852
[2020-01-17T11:45:18] T = 756000 / 50000000 | Avg. reward: -115.59074581278512 | Avg. Q: -9.688644638061524
[2020-01-17T11:56:56] T = 759000 / 50000000 | Avg. reward: -113.98573900891836 | Avg. Q: -9.67631796836853
[2020-01-17T12:05:32] T = 762000 / 50000000 | Avg. reward: -112.95878774161683 | Avg. Q: -9.690295190811158
[2020-01-17T12:14:12] T = 765000 / 50000000 | Avg. reward: -112.90962477162722 | Avg. Q: -9.63587498664856
[2020-01-17T12:25:56] T = 768000 / 50000000 | Avg. reward: -114.20469229713102 | Avg. Q: -9.693510999679566
[2020-01-17T12:34:38] T = 771000 / 50000000 | Avg. reward: -115.1568797726221 | Avg. Q: -9.669624681472778
[2020-01-17T12:46:30] T = 774000 / 50000000 | Avg. reward: -116.57792347303423 | Avg. Q: -9.668677453994752
[2020-01-17T12:55:05] T = 777000 / 50000000 | Avg. reward: -114.16901100270887 | Avg. Q: -9.632209386825561
[2020-01-17T13:03:39] T = 780000 / 50000000 | Avg. reward: -115.45709076971235 | Avg. Q: -9.661227216720581
[2020-01-17T13:15:30] T = 783000 / 50000000 | Avg. reward: -114.24365615176137 | Avg. Q: -9.656917734146118
[2020-01-17T13:24:07] T = 786000 / 50000000 | Avg. reward: -116.62566867906474 | Avg. Q: -9.67621542930603
[2020-01-17T13:35:59] T = 789000 / 50000000 | Avg. reward: -112.99375907125875 | Avg. Q: -9.635558271408081
[2020-01-17T13:44:42] T = 792000 / 50000000 | Avg. reward: -114.08009520817374 | Avg. Q: -9.71762767791748
[2020-01-17T13:53:17] T = 795000 / 50000000 | Avg. reward: -115.53175652880954 | Avg. Q: -9.685928897857666
[2020-01-17T14:05:10] T = 798000 / 50000000 | Avg. reward: -114.35898910575601 | Avg. Q: -9.67872784614563
[2020-01-17T14:13:50] T = 801000 / 50000000 | Avg. reward: -114.23712741059747 | Avg. Q: -9.702820053100586
[2020-01-17T14:25:49] T = 804000 / 50000000 | Avg. reward: -113.93891401646304 | Avg. Q: -9.661562252044678
[2020-01-17T14:34:29] T = 807000 / 50000000 | Avg. reward: -114.13146499782232 | Avg. Q: -9.680705118179322
[2020-01-17T14:43:07] T = 810000 / 50000000 | Avg. reward: -115.32649638252235 | Avg. Q: -9.668804559707642
[2020-01-17T14:55:04] T = 813000 / 50000000 | Avg. reward: -120.31687318416829 | Avg. Q: -9.650376749038696
[2020-01-17T15:03:51] T = 816000 / 50000000 | Avg. reward: -114.33467659895052 | Avg. Q: -9.651930685043334
[2020-01-17T17:14:55] T = 3000 / 50000000 | Avg. reward: -191.03351413275357 | Avg. Q: -6.184911999702454
[2020-01-17T17:39:40] T = 6000 / 50000000 | Avg. reward: -191.93619935768515 | Avg. Q: -5.690798649787903
[2020-01-17T18:04:27] T = 9000 / 50000000 | Avg. reward: -190.7720082060291 | Avg. Q: -7.67470018863678
[2020-01-17T18:29:09] T = 12000 / 50000000 | Avg. reward: -190.97990475370614 | Avg. Q: -7.860205326080322
[2020-01-17T18:53:49] T = 15000 / 50000000 | Avg. reward: -190.8634525525536 | Avg. Q: -7.980518968105316
[2020-01-17T19:18:28] T = 18000 / 50000000 | Avg. reward: -191.9148708684469 | Avg. Q: -8.636545052528382
[2020-01-17T19:43:01] T = 21000 / 50000000 | Avg. reward: -158.75600172169766 | Avg. Q: -8.835683460235595
[2020-01-17T20:07:43] T = 24000 / 50000000 | Avg. reward: -190.88415258783527 | Avg. Q: -8.986556940078735
[2020-01-17T20:32:20] T = 27000 / 50000000 | Avg. reward: -189.8191700169844 | Avg. Q: -9.18782962322235
[2020-01-17T20:56:56] T = 30000 / 50000000 | Avg. reward: -190.9299814785232 | Avg. Q: -9.33520480632782
[2020-01-17T21:21:39] T = 33000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.474634070396423
[2020-01-17T21:46:11] T = 36000 / 50000000 | Avg. reward: -190.8498479924716 | Avg. Q: -9.462604131698608
[2020-01-17T22:10:56] T = 39000 / 50000000 | Avg. reward: -190.8657463508429 | Avg. Q: -9.299823312759399
[2020-01-17T22:35:34] T = 42000 / 50000000 | Avg. reward: -190.8652624748555 | Avg. Q: -9.531103382110595
[2020-01-17T23:00:01] T = 45000 / 50000000 | Avg. reward: -190.92628641657024 | Avg. Q: -9.490935816764832
[2020-01-17T23:24:39] T = 48000 / 50000000 | Avg. reward: -190.89341848374164 | Avg. Q: -9.457699084281922
[2020-01-17T23:49:07] T = 51000 / 50000000 | Avg. reward: -190.91065586198224 | Avg. Q: -9.448139204978943
[2020-01-18T00:14:09] T = 54000 / 50000000 | Avg. reward: -163.15789628944594 | Avg. Q: -9.51797113418579
[2020-01-18T00:38:42] T = 57000 / 50000000 | Avg. reward: -192.11120521895046 | Avg. Q: -9.470030527114869
[2020-01-18T01:03:09] T = 60000 / 50000000 | Avg. reward: -189.76321144945572 | Avg. Q: -9.480584230422973
[2020-01-18T01:27:59] T = 63000 / 50000000 | Avg. reward: -189.89016054570547 | Avg. Q: -9.417564282417297
[2020-01-18T01:52:29] T = 66000 / 50000000 | Avg. reward: -190.86325974316486 | Avg. Q: -9.370516314506531
[2020-01-18T02:17:19] T = 69000 / 50000000 | Avg. reward: -196.08986088138602 | Avg. Q: -9.444637284278869
[2020-01-18T02:41:57] T = 72000 / 50000000 | Avg. reward: -190.78293886324082 | Avg. Q: -9.455146441459656
[2020-01-18T03:06:30] T = 75000 / 50000000 | Avg. reward: -190.82533274156063 | Avg. Q: -9.379318628311157
[2020-01-18T03:31:22] T = 78000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.510781641006469
[2020-01-18T03:56:07] T = 81000 / 50000000 | Avg. reward: -190.8608634031508 | Avg. Q: -9.338339900970459
[2020-01-18T04:20:53] T = 84000 / 50000000 | Avg. reward: -189.73833180213134 | Avg. Q: -9.438758659362794
[2020-01-18T04:45:26] T = 87000 / 50000000 | Avg. reward: -190.8337719692674 | Avg. Q: -9.38672327518463
[2020-01-18T05:10:02] T = 90000 / 50000000 | Avg. reward: -190.8577929343752 | Avg. Q: -9.422547221183777
[2020-01-18T05:34:57] T = 93000 / 50000000 | Avg. reward: -189.82326889892872 | Avg. Q: -9.451442093849183
[2020-01-18T05:59:25] T = 96000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.36338158607483
[2020-01-18T06:24:23] T = 99000 / 50000000 | Avg. reward: -190.82982033685158 | Avg. Q: -9.447510499954223
[2020-01-18T06:49:08] T = 102000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.415201306343079
[2020-01-18T07:13:42] T = 105000 / 50000000 | Avg. reward: -190.9007300558156 | Avg. Q: -9.422212252616882
[2020-01-18T07:38:46] T = 108000 / 50000000 | Avg. reward: -156.8110717833861 | Avg. Q: -9.428574776649475
[2020-01-18T08:03:22] T = 111000 / 50000000 | Avg. reward: -191.94961719293116 | Avg. Q: -9.36461319923401
[2020-01-18T08:28:35] T = 114000 / 50000000 | Avg. reward: -190.83872712612842 | Avg. Q: -9.410002436637878
[2020-01-18T08:53:06] T = 117000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.438136310577393
[2020-01-18T09:18:12] T = 120000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.469146628379821
[2020-01-18T09:43:43] T = 123000 / 50000000 | Avg. reward: -189.64618954221942 | Avg. Q: -9.405421776771545
[2020-01-18T10:08:29] T = 126000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.474517221450805
[2020-01-18T10:33:42] T = 129000 / 50000000 | Avg. reward: -190.94185971865824 | Avg. Q: -9.465386209487916
[2020-01-18T10:58:26] T = 132000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.465373930931092
[2020-01-18T11:23:20] T = 135000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.474968600273133
[2020-01-18T11:48:41] T = 138000 / 50000000 | Avg. reward: -191.01373592340107 | Avg. Q: -9.397627696990966
[2020-01-18T12:13:35] T = 141000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.451993174552918
[2020-01-18T12:39:17] T = 144000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.44126676082611
[2020-01-18T13:04:16] T = 147000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.52634494304657
[2020-01-18T13:29:08] T = 150000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.40531888961792
[2020-01-18T13:54:39] T = 153000 / 50000000 | Avg. reward: -191.90587699062783 | Avg. Q: -9.512767910957336
[2020-01-18T14:19:36] T = 156000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.502427291870116
[2020-01-18T14:45:15] T = 159000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.477645406723022
[2020-01-18T15:10:17] T = 162000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.46371178150177
[2020-01-18T15:34:59] T = 165000 / 50000000 | Avg. reward: -189.70983712145582 | Avg. Q: -9.516973609924316
[2020-01-18T16:00:39] T = 168000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.450269742012024
[2020-01-18T16:25:46] T = 171000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.458994278907776
[2020-01-18T16:51:34] T = 174000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.396667394638062
[2020-01-18T17:16:39] T = 177000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.327075667381287
[2020-01-18T17:41:41] T = 180000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.436851410865783
[2020-01-18T18:07:28] T = 183000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.395264720916748
[2020-01-18T18:32:37] T = 186000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.449893078804017
[2020-01-18T18:58:23] T = 189000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.498742833137513
[2020-01-18T19:23:28] T = 192000 / 50000000 | Avg. reward: -190.88377439436096 | Avg. Q: -9.50764883518219
[2020-01-18T19:48:24] T = 195000 / 50000000 | Avg. reward: -189.67960962157994 | Avg. Q: -9.4867671585083
[2020-01-18T20:14:06] T = 198000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.521458668708801
[2020-01-18T20:39:13] T = 201000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.541040148735046
[2020-01-18T21:05:20] T = 204000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.489368400573731
[2020-01-18T21:30:20] T = 207000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.504689807891845
[2020-01-18T21:55:21] T = 210000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.491104402542113
[2020-01-18T22:21:01] T = 213000 / 50000000 | Avg. reward: -163.20283784447753 | Avg. Q: -9.42935977935791
[2020-01-18T22:45:52] T = 216000 / 50000000 | Avg. reward: -162.0475148133836 | Avg. Q: -9.486925201416016
[2020-01-18T23:11:34] T = 219000 / 50000000 | Avg. reward: -162.1438830176715 | Avg. Q: -9.499320635795593
[2020-01-18T23:36:44] T = 222000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.451227569580078
[2020-01-19T00:01:55] T = 225000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.507884030342103
[2020-01-19T00:27:59] T = 228000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.462502708435059
[2020-01-19T00:53:05] T = 231000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.473299899101256
[2020-01-19T01:19:06] T = 234000 / 50000000 | Avg. reward: -156.82417863536944 | Avg. Q: -9.499484157562256
[2020-01-19T01:43:50] T = 237000 / 50000000 | Avg. reward: -161.99582417786377 | Avg. Q: -9.583738317489624
[2020-01-19T02:08:44] T = 240000 / 50000000 | Avg. reward: -194.85335975894344 | Avg. Q: -9.51638578891754
[2020-01-19T02:34:46] T = 243000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.546074786186217
[2020-01-19T02:59:55] T = 246000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.468733758926392
[2020-01-19T03:26:02] T = 249000 / 50000000 | Avg. reward: -191.01757287296294 | Avg. Q: -9.45425440788269
[2020-01-19T03:51:00] T = 252000 / 50000000 | Avg. reward: -162.18149167770835 | Avg. Q: -9.478907794952393
[2020-01-19T04:15:36] T = 255000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.488971691131592
[2020-01-19T04:41:43] T = 258000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.502162175178528
[2020-01-19T05:06:54] T = 261000 / 50000000 | Avg. reward: -190.7733004073295 | Avg. Q: -9.54931438446045
[2020-01-19T05:32:50] T = 264000 / 50000000 | Avg. reward: -162.13569986424648 | Avg. Q: -9.542650542259217
[2020-01-19T05:57:55] T = 267000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.497182140350342
[2020-01-19T06:23:02] T = 270000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.510143208503724
[2020-01-19T06:48:54] T = 273000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.535709452629089
[2020-01-19T07:13:36] T = 276000 / 50000000 | Avg. reward: -162.02923848855352 | Avg. Q: -9.485500636100769
[2020-01-19T07:39:27] T = 279000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.554376826286315
[2020-01-19T08:04:20] T = 282000 / 50000000 | Avg. reward: -189.8174895740651 | Avg. Q: -9.522501664161682
[2020-01-19T08:29:24] T = 285000 / 50000000 | Avg. reward: -161.94214538058338 | Avg. Q: -9.577656993865967
[2020-01-19T08:55:25] T = 288000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.515576663017272
[2020-01-19T09:20:38] T = 291000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.539000239372253
[2020-01-19T09:46:52] T = 294000 / 50000000 | Avg. reward: -162.14768680291505 | Avg. Q: -9.547560176849366
[2020-01-19T10:11:24] T = 297000 / 50000000 | Avg. reward: -163.1546785952679 | Avg. Q: -9.58693947315216
[2020-01-19T10:35:45] T = 300000 / 50000000 | Avg. reward: -162.13257274539026 | Avg. Q: -9.529062328338624
[2020-01-19T11:01:53] T = 303000 / 50000000 | Avg. reward: -190.98535071693792 | Avg. Q: -9.500761704444885
[2020-01-19T11:27:04] T = 306000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.552244205474853
[2020-01-19T11:53:25] T = 309000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.554986357688904
[2020-01-19T12:18:31] T = 312000 / 50000000 | Avg. reward: -189.7034240267079 | Avg. Q: -9.542919850349426
[2020-01-19T12:43:34] T = 315000 / 50000000 | Avg. reward: -155.98107850522138 | Avg. Q: -9.529772696495057
[2020-01-19T13:09:36] T = 318000 / 50000000 | Avg. reward: -163.21752791098564 | Avg. Q: -9.52803418159485
[2020-01-19T13:34:04] T = 321000 / 50000000 | Avg. reward: -161.0176599326353 | Avg. Q: -9.553401112556458
[2020-01-19T13:59:56] T = 324000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.55403175830841
[2020-01-19T14:25:04] T = 327000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.498234853744506
[2020-01-19T14:50:05] T = 330000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.575313272476196
[2020-01-19T15:16:12] T = 333000 / 50000000 | Avg. reward: -161.25965977602937 | Avg. Q: -9.453390402793884
[2020-01-19T15:40:42] T = 336000 / 50000000 | Avg. reward: -161.9959782028599 | Avg. Q: -9.533326025009154
[2020-01-19T16:06:43] T = 339000 / 50000000 | Avg. reward: -190.91811416043325 | Avg. Q: -9.544027981758118
[2020-01-19T16:31:23] T = 342000 / 50000000 | Avg. reward: -162.03168277288864 | Avg. Q: -9.522716503143311
[2020-01-19T16:55:52] T = 345000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.510444083213805
[2020-01-19T17:21:55] T = 348000 / 50000000 | Avg. reward: -162.2102834440577 | Avg. Q: -9.590824904441833
[2020-01-19T17:46:23] T = 351000 / 50000000 | Avg. reward: -161.08023470109512 | Avg. Q: -9.584037222862243
[2020-01-19T18:12:42] T = 354000 / 50000000 | Avg. reward: -190.8222059921486 | Avg. Q: -9.537136006355286
[2020-01-19T18:37:32] T = 357000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.526784119606019
[2020-01-19T19:02:45] T = 360000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.525746235847473
[2020-01-19T19:28:42] T = 363000 / 50000000 | Avg. reward: -162.876583594171 | Avg. Q: -9.519465651512146
[2020-01-19T19:53:23] T = 366000 / 50000000 | Avg. reward: -162.0993355066762 | Avg. Q: -9.5259157705307
[2020-01-19T20:19:17] T = 369000 / 50000000 | Avg. reward: -162.92658150975723 | Avg. Q: -9.521756377220154
[2020-01-19T20:44:13] T = 372000 / 50000000 | Avg. reward: -162.9809438332984 | Avg. Q: -9.544200744628906
[2020-01-19T21:16:44] T = 3000 / 50000000 | Avg. reward: -200.0 | Avg. Q: 0.024791300296783447
[2020-01-19T21:34:31] T = 6000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -5.669281959533691
[2020-01-19T21:52:21] T = 9000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -7.870042324066162
[2020-01-19T22:10:07] T = 12000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -7.99141263961792
[2020-01-19T22:27:55] T = 15000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -7.75605583190918
[2020-01-19T22:45:50] T = 18000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -8.642389297485352
[2020-01-19T23:03:35] T = 21000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -8.870743751525879
[2020-01-19T23:21:30] T = 24000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -8.745916366577148
[2020-01-19T23:39:16] T = 27000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.107206344604492
[2020-01-19T23:57:02] T = 30000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.205413818359375
[2020-01-20T00:14:55] T = 33000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.248448371887207
[2020-01-20T00:32:41] T = 36000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.39836311340332
[2020-01-20T00:50:35] T = 39000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.306896209716797
[2020-01-20T01:08:20] T = 42000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.447696685791016
[2020-01-20T01:26:05] T = 45000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.404377937316895
[2020-01-20T01:44:00] T = 48000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.454486846923828
[2020-01-20T02:01:42] T = 51000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.43587589263916
[2020-01-20T02:19:38] T = 54000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.500648498535156
[2020-01-20T02:37:22] T = 57000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.408523559570312
[2020-01-20T02:55:06] T = 60000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.52331256866455
[2020-01-20T03:13:07] T = 63000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.447541236877441
[2020-01-20T03:30:51] T = 66000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.47811222076416
[2020-01-20T03:48:53] T = 69000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.422184944152832
[2020-01-20T04:06:35] T = 72000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.338085174560547
[2020-01-20T04:24:17] T = 75000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.30290412902832
[2020-01-20T04:42:22] T = 78000 / 50000000 | Avg. reward: -193.94002478978447 | Avg. Q: -9.391471862792969
[2020-01-20T05:00:06] T = 81000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.450543403625488
[2020-01-20T05:18:14] T = 84000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.513070106506348
[2020-01-20T05:36:02] T = 87000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.444727897644043
[2020-01-20T05:53:46] T = 90000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.488476753234863
[2020-01-20T06:11:55] T = 93000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.535804748535156
[2020-01-20T06:29:43] T = 96000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.425368309020996
[2020-01-20T06:47:55] T = 99000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.47852611541748
[2020-01-20T07:05:40] T = 102000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.406373023986816
[2020-01-20T07:23:26] T = 105000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.422948837280273
[2020-01-20T07:41:41] T = 108000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.53643798828125
[2020-01-20T07:59:29] T = 111000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.401043891906738
[2020-01-20T08:17:44] T = 114000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.4109468460083
[2020-01-20T08:35:29] T = 117000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.532896995544434
[2020-01-20T08:53:15] T = 120000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.450275421142578
[2020-01-20T09:11:33] T = 123000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.484073638916016
[2020-01-20T09:29:20] T = 126000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.508572578430176
[2020-01-20T09:47:43] T = 129000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.40307903289795
[2020-01-20T10:05:29] T = 132000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.46248722076416
[2020-01-20T10:23:16] T = 135000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.517071723937988
[2020-01-20T10:41:42] T = 138000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.468178749084473
[2020-01-20T10:59:31] T = 141000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.467720031738281
[2020-01-20T11:18:01] T = 144000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.487580299377441
[2020-01-20T11:35:51] T = 147000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.465286254882812
[2020-01-20T11:53:41] T = 150000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.530216217041016
[2020-01-20T12:12:14] T = 153000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.57512378692627
[2020-01-20T12:30:06] T = 156000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.5194673538208
[2020-01-20T12:48:39] T = 159000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.528515815734863
[2020-01-20T13:06:30] T = 162000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.466235160827637
[2020-01-20T13:24:18] T = 165000 / 50000000 | Avg. reward: -200.0 | Avg. Q: -9.562528610229492
